scenario_id,RI,algorithm_id,failure_reason,replan_count,success,travel_time,hazard_exposure,hazard_score,steps,distance,runtime
la_trinidad_mini_000088,RI5,DQN@balanced_HF,,0,1.0,3.9610749462170554,30.040629125447737,57.056864472898205,8.0,367.5790623852564,2.99290003022179
la_trinidad_mini_000089,RI5,DQN@balanced_HF,,0,1.0,6.789237845163229,60.25316256672437,119.14722024085566,11.0,619.350174395895,3.923200012650341
la_trinidad_mini_000090,RI5,DQN@balanced_HF,,0,1.0,4.32269640792539,46.450012257226774,90.37241063129831,8.0,387.0834354768898,2.888200047891587
la_trinidad_mini_000091,RI5,DQN@balanced_HF,,0,1.0,5.301197736239519,56.660460900504646,115.89853223949298,9.0,472.1705075042055,4.252399958204478
la_trinidad_mini_000092,RI5,DQN@balanced_HF,,0,1.0,6.473602599638105,56.660460900504646,115.89853223949298,11.0,589.410993844064,4.300900036469102
la_trinidad_mini_000093,RI5,DQN@balanced_HF,,0,1.0,2.715270684976446,16.450037184641094,34.405877904887134,6.0,254.32412954520103,2.4786999565549195
la_trinidad_mini_000094,RI5,DQN@balanced_HF,,0,1.0,6.123383462067374,65.77916780639052,128.35722897363257,10.0,548.1597317199212,4.010100034065545
la_trinidad_mini_000095,RI5,DQN@balanced_HF,,0,1.0,5.54343358392262,46.66257062591774,96.49623367284457,9.0,506.09524155583966,3.8225000025704503
la_trinidad_mini_000096,RI5,DQN@balanced_HF,,0,1.0,5.275671830312765,44.459430237849965,79.66288941866965,9.0,487.73573832194165,3.936299995984882
la_trinidad_mini_000097,RI5,DQN@balanced_HF,,0,1.0,4.369856399739077,34.6494712425427,61.99911989238629,8.0,405.9860800277145,3.441200009547174
la_trinidad_mini_000098,RI5,DQN@balanced_HF,,0,1.0,7.104239877698635,63.540140297528616,127.36466456786626,12.0,646.7416554859303,5.061000003479421
la_trinidad_mini_000099,RI5,DQN@balanced_HF,,0,1.0,5.723489490158767,54.950088610625905,111.62260151479614,9.0,516.5376482584786,3.8391000125557184
la_trinidad_mini_000000,RI1,DQN@fast_HF,,0,1.0,33.044175330444,3992.824910211542,8799.99508370058,52.0,11130.764863458387,25.08940000552684
la_trinidad_mini_000001,RI1,DQN@fast_HF,timeout,0,0.0,,,,,,87.8171999938786
la_trinidad_mini_000002,RI1,DQN@fast_HF,,0,1.0,30.26693572510944,4752.481322452294,9660.388048204726,36.0,9395.265766699074,17.573899996932596
la_trinidad_mini_000003,RI1,DQN@fast_HF,,0,1.0,24.62077745997289,3372.402295376051,7101.4424148107955,44.0,8021.044198781861,17.354400013573468
la_trinidad_mini_000004,RI1,DQN@fast_HF,,0,1.0,37.23140357901472,5172.672778855267,11595.77394894522,53.0,11700.872707664308,21.36309997877106
la_trinidad_mini_000005,RI1,DQN@fast_HF,,0,1.0,29.788376512917708,4481.873009787614,9594.901038550743,37.0,9203.086441795951,15.927799977362156
la_trinidad_mini_000006,RI1,DQN@fast_HF,,0,1.0,27.908255342896013,3959.2567928346357,8225.576427474334,33.0,9004.091797423958,14.578000002074987
la_trinidad_mini_000007,RI1,DQN@fast_HF,,0,1.0,24.405607878826753,3006.0188743571325,6622.671167470553,43.0,8159.300119313297,20.03010001499206
la_trinidad_mini_000008,RI1,DQN@fast_HF,,0,1.0,23.231544289886134,3065.210434076254,6831.734297541128,49.0,7502.9586674759175,16.883399977814406
la_trinidad_mini_000009,RI1,DQN@fast_HF,,0,1.0,38.25316253484455,4768.697077619067,10801.27676039592,51.0,12578.348011178978,20.608499995432794
la_trinidad_mini_000010,RI1,DQN@fast_HF,timeout,0,0.0,,,,,,109.95349998120219
la_trinidad_mini_000011,RI1,DQN@fast_HF,,0,1.0,14.852524231678863,1659.619361834492,3848.6501706783897,35.0,5056.36130354987,18.396800034679472
la_trinidad_mini_000012,RI1,DQN@fast_HF,,0,1.0,29.68683220405675,4231.179457656246,8883.614368706247,44.0,9511.003951553548,18.12269998481497
la_trinidad_mini_000013,RI1,DQN@fast_HF,,0,1.0,27.63458293629268,4145.447176453618,9141.984787379368,42.0,8417.261586367875,14.933300029952079
la_trinidad_mini_000014,RI1,DQN@fast_HF,,0,1.0,20.72099928774903,2839.3645397611635,5971.646615471634,36.0,6753.046357506229,12.91809999383986
la_trinidad_mini_000015,RI1,DQN@fast_HF,,0,1.0,25.76528567578092,3005.907065200437,6742.485298296806,49.0,8738.44161846863,18.35249998839572
la_trinidad_mini_000016,RI1,DQN@fast_HF,,0,1.0,22.742669293547934,2684.4404456227066,6028.764545507884,47.0,7674.672295213586,20.763599954079837
la_trinidad_mini_000017,RI1,DQN@fast_HF,,0,1.0,28.443911264007056,3395.635128799816,7593.7332932295085,50.0,9571.771647468562,20.460399973671883
la_trinidad_mini_000018,RI1,DQN@fast_HF,timeout,0,0.0,,,,,,116.98520003119484
la_trinidad_mini_000019,RI1,DQN@fast_HF,,0,1.0,34.38269039980409,4998.633431774639,11148.373978244228,41.0,10585.67749878581,28.036699979566038
la_trinidad_mini_000020,RI2,DQN@fast_HF,,0,1.0,27.083049936770355,2788.6111094977027,6297.495272745859,57.0,9038.624835173729,34.39360001357272
la_trinidad_mini_000021,RI2,DQN@fast_HF,,0,1.0,21.143516881369614,2158.823421282161,5140.476181087728,44.0,6944.3445060724625,26.317000039853156
la_trinidad_mini_000022,RI2,DQN@fast_HF,,0,1.0,13.91444418169493,1368.5485400250564,3129.1761093947994,42.0,4696.911827065319,20.50829998916015
la_trinidad_mini_000023,RI2,DQN@fast_HF,,0,1.0,29.86215270054348,3456.647748605886,7841.733778902635,49.0,9517.101825793246,20.53219999652356
la_trinidad_mini_000024,RI2,DQN@fast_HF,,0,1.0,38.39058024688675,4342.531245488535,10008.94780950928,67.0,12271.287206344396,29.88250000635162
la_trinidad_mini_000025,RI2,DQN@fast_HF,timeout,0,0.0,,,,,,117.72979999659583
la_trinidad_mini_000026,RI2,DQN@fast_HF,,0,1.0,123.46670260659006,15590.583512517826,29192.49154924733,209.0,40963.77039834185,107.0663999998942
la_trinidad_mini_000027,RI2,DQN@fast_HF,timeout,0,0.0,,,,,,129.35369997285306
la_trinidad_mini_000028,RI2,DQN@fast_HF,timeout,0,0.0,,,,,,105.30039999866858
la_trinidad_mini_000029,RI2,DQN@fast_HF,timeout,0,0.0,,,,,,94.73329997854307
la_trinidad_mini_000030,RI2,DQN@fast_HF,,0,1.0,31.777716407595914,4125.922930482182,8938.978092538511,51.0,9830.483337148908,23.020599968731403
la_trinidad_mini_000031,RI2,DQN@fast_HF,,0,1.0,30.68711032721596,3420.3055878448936,8009.277521206308,49.0,9804.560886644027,21.25680004246533
la_trinidad_mini_000032,RI2,DQN@fast_HF,,0,1.0,20.887152481418347,2605.342065804946,5850.218649444149,44.0,6474.109291916181,19.637799996417016
la_trinidad_mini_000033,RI2,DQN@fast_HF,,0,1.0,24.75422443496046,3061.5961250292185,6866.972478842315,45.0,7705.914756311049,19.574300036765635
la_trinidad_mini_000034,RI2,DQN@fast_HF,,0,1.0,22.565366379075606,2874.2068234606486,6310.390411828909,43.0,6999.219664669567,18.988800002261996
la_trinidad_mini_000035,RI2,DQN@fast_HF,,0,1.0,18.413866985741468,1733.1426206539008,4132.385068140165,44.0,6220.047609513577,19.87880002707243
la_trinidad_mini_000036,RI2,DQN@fast_HF,,0,1.0,17.69625723555291,1794.1629894489508,4185.165363247927,47.0,5870.733074374845,21.014700003433973
la_trinidad_mini_000037,RI2,DQN@fast_HF,,0,1.0,43.88292544571077,4872.362751341049,11346.826546280316,77.0,14073.903177429687,34.75989995058626
la_trinidad_mini_000038,RI2,DQN@fast_HF,,0,1.0,80.74797592871619,8306.099756527274,18683.689270512383,220.0,26994.744532666085,95.26829997776076
