algorithm_id,bucket,n,success_mean,success_stdev,success_min,success_max,travel_time_mean,travel_time_stdev,travel_time_min,travel_time_max,hazard_exposure_mean,hazard_exposure_stdev,hazard_exposure_min,hazard_exposure_max,hazard_score_mean,hazard_score_stdev,hazard_score_min,hazard_score_max,steps_mean,steps_stdev,steps_min,steps_max,distance_mean,distance_stdev,distance_min,distance_max,runtime_mean,runtime_stdev,runtime_min,runtime_max,robustness_success,robustness_travel_time,robustness_hazard_exposure,robustness_hazard_score,robustness_steps,robustness_distance,robustness_runtime,failure_counts
NNA-Dijkstra-Blind,RI5,20,1.0,0.0,1.0,1.0,5.406815785045448,1.1095897342146184,2.9328204186162976,7.104239877698635,51.652994910793964,11.054902438278832,24.83701630122347,65.35316395250251,103.23942215599834,23.385496126143416,55.373325696343066,136.86598003094892,10.3,1.6155494421403511,8.0,13.0,489.06186742654575,100.91602254850305,265.5953790134582,646.7416554859303,0.4142600082559511,0.05462503887379231,0.3218000056222081,0.5933000356890261,,,,,,,,
NNA-Dijkstra-Blind,all,100,0.81,0.3923009049186606,0.0,1.0,18.254315132193145,9.617082694964427,2.9328204186162976,38.25316253484455,1414.687321401723,1329.7866953841205,24.83701630122347,5172.672778855267,3238.398930047099,2958.768381626906,55.373325696343066,11595.77394894522,34.27160493827161,16.137535682934995,8.0,63.0,4746.917894290665,3252.447194695736,265.5953790134582,12578.348011178978,3.0086550035048276,1.9923617032421028,0.3218000056222081,8.13109998125583,0.6477693180817998,0.5951221515852646,0.24595676099429586,0.2712080933997072,0.6113626239228049,0.445894580490382,0.4269879060320202,blocked=19
NNA-Dijkstra-HA,RI1,20,1.0,0.0,1.0,1.0,26.582504799478023,5.726767533752066,14.852524231678863,38.25316253484455,3241.909080157037,866.7757708493291,1659.619361834492,4998.633431774639,7254.737043109749,1911.894187676094,3848.6501706783897,11148.373978244228,49.7,8.792610533851708,35.0,73.0,8866.408734199797,1791.591863954076,5056.36130354987,12578.348011178978,3.700644997297786,0.667399026469722,2.8708999743685126,5.921499978285283,,,,,,,,
NNA-Dijkstra-HA,RI2,20,1.0,0.0,1.0,1.0,30.176450623261083,10.714576839343483,13.91444418169493,50.43730257832951,3313.845422342421,1365.0139847723908,1368.5485400250564,6018.792170614116,7656.006737265018,3091.0248682660854,3129.1761093947994,13744.251007344792,59.45,14.256489750285658,42.0,84.0,9751.399411834976,3311.469350628036,4696.911827065319,15824.660656575883,3.2849399925908074,0.7284927450610628,2.14229995617643,4.403999948408455,,,,,,,,
NNA-Dijkstra-HA,RI3,20,1.0,0.0,1.0,1.0,18.478352251859896,6.831674281900577,7.530432339206082,32.63955105614929,1523.8931847740419,637.8165600367283,500.8763686757913,2931.8030991907813,3672.1533380311653,1557.698768849941,1209.40412698169,7123.210626825467,42.75,11.92424001771182,25.0,71.0,6017.223038024874,2138.897349830483,2595.73168067174,10310.203885450714,1.767430003383197,0.46625657126803133,1.1393000022508204,3.3469999907538295,,,,,,,,
NNA-Dijkstra-HA,RI4,20,1.0,0.0,1.0,1.0,24.395292055418782,6.585747632213119,11.853254304779128,33.759268733339546,791.3844136673872,227.20207255723764,327.5925757379102,1124.4364560887918,1870.67406907248,539.6412579572979,800.9367310040543,2688.6524683142043,35.85,7.604439492822597,23.0,48.0,3943.7213765475162,1050.4420062585568,1970.1824954537983,5407.527512510807,1.3580049999291077,0.17163463178239272,0.9101000032387674,1.595199981238693,,,,,,,,
NNA-Dijkstra-HA,RI5,20,1.0,0.0,1.0,1.0,5.406815785045448,1.1095897342146184,2.9328204186162976,7.104239877698635,51.652994910793964,11.054902438278832,24.83701630122347,65.35316395250251,103.23942215599834,23.385496126143416,55.373325696343066,136.86598003094892,10.3,1.6155494421403511,8.0,13.0,489.06186742654575,100.91602254850305,265.5953790134582,646.7416554859303,0.42542000010143965,0.058303037112099325,0.3217000048607588,0.5231000250205398,,,,,,,,
NNA-Dijkstra-HA,all,100,1.0,0.0,1.0,1.0,21.007883103012645,11.093047035047363,2.9328204186162976,50.43730257832951,1784.5370191703362,1522.695520212257,24.83701630122347,6018.792170614116,4111.3621219268825,3454.0383718466624,55.373325696343066,13744.251007344792,39.61,19.296059183159652,8.0,84.0,5813.5628856067415,3913.5315277693007,265.5953790134582,15824.660656575883,2.1072879986604676,1.3158750091849036,0.3217000048607588,5.921499978285283,1.0,0.5869899392650338,0.2685132267930286,0.28073497434970685,0.5808064001535577,0.42067835658435593,0.42147476395854644,
NNA-Dijkstra,RI1,20,1.0,0.0,1.0,1.0,26.697630641247372,5.799140535400767,14.852524231678863,38.25316253484455,3343.847332394854,958.204184686402,1659.619361834492,5172.672778855267,7445.857952412497,2096.30130303472,3848.6501706783897,11595.77394894522,48.95,7.838845578272352,33.0,63.0,8824.957425180017,1754.5524670198656,5056.36130354987,12578.348011178978,4.222044994821772,0.8117242401812306,3.1764000304974616,6.969599984586239,,,,,,,,
NNA-Dijkstra,RI2,20,1.0,0.0,1.0,1.0,34.331462704041805,12.009789941801047,13.91444418169493,55.65523802955519,3903.4053402594386,1620.8832745553145,1368.5485400250564,6779.168442979079,8916.313671657863,3622.0470534590504,3129.1761093947994,15440.852334597063,63.1,15.575300960174092,42.0,91.0,10991.00138098988,3640.9821853719345,4696.911827065319,17324.430946001306,4.216890002135187,1.2972023775729364,2.1940000005997717,6.403599982149899,,,,,,,,
